fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
2.128231705849268;0.4637340162321401;0.1310282624064041;1.0647107369924282;0.07325046173959268;2.4849066497880004;3.5553480614894135;0.6920465751159123;1.4861396960896067;0.44468582126144574;2.341805806147327;1.791759469228055
2.174751721484161;0.4637340162321401;0.1310282624064041;1.2809338454620642;0.08250122151174369;3.258096538021482;4.219507705176107;0.6915458991929715;1.4350845252893227;0.5187937934151676;2.379546134130174;1.791759469228055
2.174751721484161;0.4637340162321401;0.1310282624064041;1.1939224684724346;0.08250122151174369;2.772588722239781;4.007333185232471;0.6916460544336782;1.449269160281279;0.5007752879124893;2.379546134130174;1.791759469228055
2.2823823856765264;0.2468600779315258;0.3987761199573678;1.0647107369924282;0.0723206615796261;2.8903717578961645;4.110873864173311;0.6921466802263617;1.425515074273172;0.4574248470388754;2.379546134130174;1.9459101490553132
2.128231705849268;0.4637340162321401;0.1310282624064041;1.0647107369924282;0.07325046173959268;2.4849066497880004;3.5553480614894135;0.6920465751159123;1.4861396960896067;0.44468582126144574;2.341805806147327;1.791759469228055
2.128231705849268;0.4637340162321401;0.1310282624064041;1.0296194171811583;0.0723206615796261;2.6390573296152584;3.713572066704308;0.6920465751159123;1.4861396960896067;0.44468582126144574;2.341805806147327;1.791759469228055
2.186051276738094;0.4637340162321401;0.1310282624064041;0.9555114450274363;0.06672363204290818;2.772588722239781;4.0943445622221;0.6913455586133171;1.4586150226995167;0.37843643572024505;2.341805806147327;1.791759469228055
2.1162555148025524;0.4637340162321401;0.1310282624064041;0.832909122935104;0.06297479916138843;2.772588722239781;3.4339872044851463;0.6904435289856306;1.47932922708708;0.3852624007906449;2.3978952727983707;2.0794415416798357
2.174751721484161;0.4574248470388754;0.1310282624064041;1.0986122886681098;0.07045846364856141;2.302585092994046;3.4339872044851463;0.6915458991929715;1.4724720573609429;0.4510756193602167;2.3513752571634776;2.0794415416798357
2.1400661634962708;0.4054651081081644;0.3074846997479606;1.9600947840472698;0.06859279146561172;2.8903717578961645;4.634728988229636;0.6920465751159123;1.4701758451005928;0.5423242908253617;2.4423470353692043;1.791759469228055
2.0412203288596382;0.4574248470388754;0.1310282624064041;1.0296194171811583;0.08250122151174369;2.772588722239781;4.189654742026425;0.6910950764338145;1.4539530095937054;0.43178241642553783;2.322387720290225;1.791759469228055
2.1400661634962708;0.4054651081081644;0.3074846997479606;1.9600947840472698;0.06859279146561172;2.8903717578961645;4.634728988229636;0.6920465751159123;1.4701758451005928;0.5423242908253617;2.4423470353692043;1.791759469228055
1.9459101490553132;0.4637340162321401;0.1310282624064041;0.9555114450274363;0.08250122151174369;2.833213344056216;4.0943445622221;0.6902931115770389;1.4861396960896067;0.41871033485818504;2.388762789235098;1.791759469228055
2.174751721484161;0.4637340162321401;0.2546422183735807;0.9555114450274363;0.08250122151174369;2.302585092994046;3.4339872044851463;0.6918463348268972;1.449269160281279;0.5423242908253617;2.312535423847214;1.791759469228055
2.2823823856765264;0.4637340162321401;0.16551443847757338;1.5686159179138452;0.08250122151174369;3.970291913552122;4.983606621708336;0.6923468603891761;1.425515074273172;0.5423242908253617;2.322387720290225;1.791759469228055
2.2823823856765264;0.4637340162321401;0.173953307123438;1.589235205116581;0.08250122151174369;3.9512437185814275;5.003946305945459;0.6923468603891761;1.4279160358107101;0.5423242908253617;2.322387720290225;1.791759469228055
2.2512917986064953;0.2468600779315258;0.3987761199573678;1.0296194171811583;0.08250122151174369;3.58351893845611;4.6443908991413725;0.6915959780672088;1.4586150226995167;0.5423242908253617;2.4423470353692043;2.0794415416798357
2.2082744135228043;0.44468582126144574;0.2468600779315258;0.9932517730102833;0.08250122151174369;2.833213344056216;4.04305126783455;0.6915458991929715;1.4134230285081433;0.5423242908253617;2.33214389523559;1.791759469228055
2.128231705849268;0.4637340162321401;0.1310282624064041;1.6863989535702288;0.08250122151174369;2.302585092994046;3.4339872044851463;0.6918463348268972;1.4770487243883548;0.4054651081081644;2.312535423847214;1.791759469228055
2.186051276738094;0.2776317365982795;0.3987761199573678;1.0296194171811583;0.08250122151174369;2.8903717578961645;4.04305126783455;0.6915959780672088;1.3962446919730587;0.5423242908253617;2.322387720290225;1.9459101490553132
